name,DOB,weight,height,birth place,one day races,GC,TT,sprint,climber,PCS rank,UCI rank,All time rank,link,lonlat
Ignatas Konovalovas,1985-12-08,74.0,1.9,Panevėžys,683,730,1324,414,160,739,573,1810,rider/ignatas-konovalovas,"(24.3578055, 55.7344985)"
Rigoberto Urán,1987-01-26,63.0,1.73,Urrao,2924,5320,1756,761,6830,49,64,253,rider/rigoberto-uran,"(-76.1344983, 6.3168685)"
Mauro Schmid,1999-12-04,70.0,1.87,Bülach,25,156,208,2,408,252,313,1000000,rider/mauro-schmid,"(8.5407118, 47.5172321)"
Richard Carapaz,1993-05-29,62.0,1.7,El Carmelo,766,3026,439,114,3708,5,4,377,rider/richard-carapaz,"(-77.5891866, 0.6694038)"
Jérémy Cabot,1991-07-24,76.0,1.92,Troyes,80,94,123,156,20,850,857,1000000,rider/jeremy-cabot,"(4.0746257, 48.2971626)"
Sergio Roman Martín,1996-12-13,69.0,1.82,Galapagar,5,21,4,19,42,1016,1279,1000000,rider/sergio-martin,"(-4.0037748, 40.5774992)"
Hamish Beadle,1998-04-02,64.0,1.67,Te Anau,0,0,0,14,0,1968,3263,1000000,rider/hamish-beadle,"(167.717489, -45.41449)"
Álex Jaime,1998-09-29,68.0,1.83,Sarrià de Ter,38,0,5,30,8,919,838,1000000,rider/alex-jaime-fernandez,"(2.8175976, 42.0141923)"
Simone Bertoletti,1974-08-25,75.0,1.86,Mantua,83,241,136,130,36,1000000,1000000,1000000,rider/simone-bertoletti,"(10.670836515673878, 45.1692628)"
Peter Riis Andersen,1980-07-25,67.0,1.76,,0,25,2,44,15,1000000,1000000,1000000,rider/peter-riis-andersen,"(None, None)"
Jim Brown,2000-10-02,68.0,1.8,Holmfirth ,0,0,0,36,0,1869,2073,1000000,rider/jim-brown,"(None, None)"
Lado Fumic,1976-05-20,69.0,1.8,Kirchheim unter Teck,0,1,22,33,0,1000000,1000000,1000000,rider/lado-fumic,"(9.4510227, 48.6480545)"
Cyril Barthe,1996-02-14,67.0,1.84,Sauveterre-de-Béarn,168,207,5,319,186,364,495,1000000,rider/cyril-barthe,"(-0.9387697, 43.3993587)"
Pierre Barbier,1997-09-25,69.0,1.76,Beauvais,516,40,0,831,19,272,236,1000000,rider/pierre-barbier,"(2.0823355, 49.4300997)"
Andrea Bagioli,1999-03-23,60.0,1.76,Sondrio,342,233,84,162,608,177,316,1000000,rider/andrea-bagioli,"(10.258413671017705, 46.32336235)"
Andreas Goeman,1999-08-07,64.0,1.8,Ghent,32,24,6,48,20,736,728,1000000,rider/andreas-goeman,"(3.7250121, 51.0538286)"
Charlie Quarterman,1998-09-06,75.0,1.8,Oxford,5,24,49,18,0,1240,1958,1000000,rider/charlie-quarterman,"(-1.2578499, 51.7520131)"
Jonathan Vaughters,1973-06-10,64.0,1.7,Denver,77,921,1116,223,94,1000000,1000000,1616,rider/jonathan-vaughters,"(-104.9848623, 39.7392364)"
Bert-Jan Lindeman,1989-06-16,69.0,1.8,Emmen,597,524,21,588,268,833,1235,1000000,rider/bert-jan-lindeman,"(6.952513466208563, 52.75286615)"
Robert Sassone,1978-11-23,75.0,1.81,Nouméa,142,51,0,387,10,1000000,1000000,1000000,rider/robert-sassone,"(166.442419, -22.2745264)"
Einer Augusto Rubio,1998-02-22,56.0,1.64,Chíquiza,48,295,34,36,310,278,321,1000000,rider/einer-augusto-rubio-reyes,"(-73.4849171, 5.6053336)"
Niklas Larsen,1997-03-22,74.0,1.8,Slagelse,134,172,111,316,5,1830,1968,1000000,rider/niklas-larsen,"(11.333716594292897, 55.39763675)"
Kacper Walkowiak,2000-01-05,73.0,1.91,,0,18,55,5,0,1000000,1000000,1000000,rider/kacper-walkowiak,"(None, None)"
Kim Heiduk,2000-03-03,70.0,1.84,Herrenberg,4,47,5,50,6,1064,2393,1000000,rider/kim-heiduk,"(8.8671496, 48.5956244)"
Riccardo Forconi,1970-06-13,71.0,1.84,Empoli,478,514,620,514,122,1000000,1000000,1000000,rider/riccardo-forconi,"(10.9458556, 43.7194884)"
Jakob Storm Piil,1973-03-09,65.0,1.82,Odense,1224,656,248,1556,376,1000000,1000000,791,rider/jakob-piil,"(10.3852104, 55.3997225)"
Tom Paquot,1999-09-22,70.0,1.84,Rocourt ,107,2,1,49,45,501,502,1000000,rider/tom-paquot,"(None, None)"
Alvaro Trueba,1993-01-10,65.0,1.81,Santander,0,16,13,12,12,2318,2903,1000000,rider/alvaro-trueba,"(-3.8099719, 43.4620412)"
Joni Brandão,1989-11-20,64.0,1.76,Travanca,71,709,387,152,478,644,782,1989,rider/joni-brandao,"(-8.569779760353319, 40.9050997)"
Rok Korošec,1993-11-24,75.0,1.86,Kamnik,85,78,42,666,3,1000000,1000000,1000000,rider/rok-korosec,"(14.6118936, 46.2257358)"
Martin Earley,1962-06-15,62.0,1.73,Clonsilla,863,1200,268,1598,280,1000000,1000000,1650,rider/martin-earley,"(-6.416667, 53.383333)"
Pawel Szostka,1998-07-09,63.0,1.81,,0,0,0,44,4,2359,2746,1000000,rider/pawel-szostka,"(None, None)"
Michael O'Loughlin,1997-02-14,72.0,1.86,Carrick-on-Suir,19,3,61,12,0,1000000,1000000,1000000,rider/loughlin,"(-7.413056, 52.349167)"
Jakob Dorigoni,1998-03-10,64.0,1.72,,4,0,0,16,0,1000000,1000000,1000000,rider/jakob-dorigoni,"(None, None)"
Liam Killeen,1982-04-12,65.0,1.73,Malvern,0,20,4,18,11,1000000,1000000,1000000,rider/liam-killeen,"(-2.3258985, 52.1159559)"
Cyrus Monk,1996-11-07,67.0,1.75,Warragul,126,62,82,158,23,740,676,1000000,rider/cyrus-monk,"(145.933629, -38.1588674)"
Aaron Gate,1990-11-26,71.0,1.8,Auckland,148,271,130,510,114,268,195,1000000,rider/aaron-gate,"(174.7631803, -36.852095)"
Dorian De Maeght,1997-08-13,79.0,1.81,Elsene,6,0,0,9,0,2162,2644,1000000,rider/dorian-de-maeght,"(4.3668279, 50.8331141)"
Timo de Jong,1999-03-28,72.0,1.91,Goes,37,1,5,87,5,1175,787,1000000,rider/timo-de-jong,"(3.8897596, 51.5031033)"
Will Barta,1996-01-04,61.0,1.8,Boise,29,183,389,20,107,716,1277,1000000,rider/william-barta,"(-116.200886, 43.6166163)"
Ismael Jr. Grospe,1999-01-07,54.0,1.72,,0,26,0,50,12,1000000,1000000,1000000,rider/ismael-jr.-grospe,"(None, None)"
Peter Van den Abeele,1966-05-01,71.0,1.78,Gent,19,0,0,11,0,1000000,1000000,1000000,rider/peter-van-den-abeele,"(3.7250121, 51.0538286)"
Michał Gołaś,1984-04-29,65.0,1.8,Toruń,871,613,68,828,258,1168,889,1000000,rider/michal-golas,"(18.59658314465156, 53.0145361)"
Márcio May,1972-05-22,72.0,1.79,Salete,24,183,221,177,26,1000000,1000000,1000000,rider/marcio-may,"(-50.0076205, -26.9841891)"
Samuel Jenner,1997-04-02,64.0,1.76,Armidale,26,26,52,26,11,1000000,1000000,1000000,rider/samuel-jenner,"(151.6656564, -30.5144881)"
Giuseppe Guerini,1970-02-14,65.0,1.78,,303,2438,746,1012,1113,1000000,1000000,1031,rider/giuseppe-guerini,"(None, None)"
Justin Wolf,1992-10-15,85.0,1.97,Dortmund,0,97,265,50,20,660,601,1000000,rider/justin-wolf,"(7.4652789, 51.5142273)"
Aurélien Paret-Peintre,1996-02-27,64.0,1.84,Annemasse,504,841,83,139,728,119,161,1000000,rider/aurelien-paret-peintre,"(6.2341093, 46.1934005)"
Alex Raimondi,2000-03-30,60.0,1.7,,4,0,0,0,0,1981,1745,1000000,rider/alex-raimondi,"(None, None)"
Tom Devriendt,1991-10-29,70.0,1.76,Veurne,736,33,30,686,48,265,219,1000000,rider/tom-devriendt,"(2.6621323, 51.0724273)"
Nicolas Debeaumarché,1998-02-24,75.0,1.88,Mâcon,12,1,0,34,1,1396,1950,1000000,rider/nicolas-debeaumarche,"(4.8322266, 46.3036683)"
Daniel Auer,1994-10-26,73.0,1.83,Graz,135,23,60,671,24,566,457,1000000,rider/daniel-auer,"(15.4382786, 47.0708678)"
Evaldas Šiškevičius,1988-12-30,80.0,1.81,Vilnius,569,464,440,1308,120,324,264,1000000,rider/edvaldas-siskevicius,"(25.2829111, 54.6870458)"
Sébastien Reichenbach,1989-05-28,64.0,1.78,Martigny,708,1782,116,247,1865,188,217,1000000,rider/sebastien-reichenbach,"(4.1375, 49.8597222)"
Alexander Krieger,1991-11-28,71.0,1.84,Stuttgart,659,234,167,1172,198,937,3283,1000000,rider/alexander-krieger,"(9.1800132, 48.7784485)"
Leonardo Marchiori,1998-06-13,70.0,1.7,Mirano,10,5,0,90,2,2063,1000000,1000000,rider/leonardo-marchiori,"(9.1896346, 45.4641943)"
Sergio Henao,1987-12-10,61.0,1.7,Rionegro,1620,3559,556,532,3700,408,863,736,rider/sergio-luis-henao,"(-75.3741691, 6.1536166)"
Bas van der Kooij,1995-11-16,70.0,1.76,Schiedam,165,14,0,650,0,1236,1458,1000000,rider/bas-van-der-kooij,"(4.386451052615731, 51.9300454)"
Sindre Bjerkestrand Haugsvær,1994-03-05,75.0,1.9,Oslo,13,25,130,186,2,1000000,1000000,1000000,rider/sindre-bjerkestrand-haugsvaer,"(10.7389701, 59.9133301)"
Michał Podlaski,1988-05-13,68.0,1.78,Wołomin,44,81,0,311,12,1795,2761,1000000,rider/michal-podlaski,"(21.2420179, 52.3468689)"
Samuel Leroux,1994-11-27,78.0,1.89,Boulogne-sur-Mer,134,42,61,131,20,378,398,1000000,rider/samuel-leroux,"(1.6118771, 50.7259985)"
Marco Marcato,1984-02-11,67.0,1.74,San Donà di Piave,3316,1701,156,3282,1058,1815,1000000,865,rider/marco-marcato,"(12.5641057, 45.6294811)"
Romain Seigle,1994-10-11,63.0,1.69, Vienne,127,188,144,73,64,862,1278,1000000,rider/romain-seigle,"(None, None)"
Pirmin Benz,2000-11-26,68.0,1.76,Gengenbach,13,2,0,7,8,1369,1161,1000000,rider/pirmin-benz,"(8.0153059, 48.4035425)"
Joey Rosskopf,1989-09-05,74.0,1.86,Decatur,257,669,1086,248,446,707,465,1000000,rider/joey-rosskopf,"(-88.9524151, 39.8454163)"
Hernán Ricardo Aguirre,1995-12-13,55.0,1.71,Guachucal,5,449,7,26,342,2140,1000000,1000000,rider/hernan-aguirre,"(-77.7333581, 0.9573434)"
Mark Padun,1996-07-06,67.0,1.82,Donetsk,121,444,96,145,667,239,179,1000000,rider/mark-padun,"(37.8013407, 48.0158753)"
Jeppe Aaskov Pallesen,1997-07-17,60.0,1.74,Aarhus,42,54,0,82,38,670,794,1000000,rider/jeppe-aaskov,"(10.2134046, 56.1496278)"
Johan Le Bon,1990-10-03,70.0,1.8,Lannion,366,713,1140,418,105,828,842,1000000,rider/johan-le-bon,"(-3.4587994, 48.7322183)"
Dennis Brooks,1974-12-27,67.0,1.7,,0,0,0,0,0,1000000,1000000,1000000,rider/dennis-brooks,"(None, None)"
Patrick Gamper,1997-02-18,86.0,1.94,Münster,107,40,112,96,8,559,607,1000000,rider/patrick-gamper,"(7.6251879, 51.9625101)"
Diego Ulissi,1989-07-15,63.0,1.75,Cecina,4510,4402,967,1236,5680,21,31,135,rider/diego-ulissi,"(10.5173443, 43.3113449)"
Baptiste Planckaert,1988-09-28,65.0,1.77,Kortrijk,3151,445,9,3355,368,271,271,1245,rider/baptiste-planckaert,"(3.2659884, 50.8276429)"
Dušan Rajović,1997-11-19,76.0,1.83,Kraljevo,169,11,226,836,64,525,422,1000000,rider/dusan-rajovic,"(20.6870792, 43.7234519)"
Simone Zandomeneghi,1997-02-25,61.0,1.8,,4,3,0,19,7,1000000,1000000,1000000,rider/simone-zandomeneghi,"(None, None)"
Jérémy Lecroq,1995-04-07,76.0,1.86,Paris,375,7,9,450,6,789,1121,1000000,rider/jeremy-lecroq,"(2.3200410217200766, 48.8588897)"
Andreas Odie Purnama Setiawan,1996-11-29,61.0,1.7,,7,0,70,17,19,1286,1394,1000000,rider/andreas-odie,"(None, None)"
Maximilian Sciandri,1967-02-15,75.0,1.87,Derby,6083,806,199,5269,624,1000000,1000000,225,rider/maximilian-sciandri,"(-1.4761491, 52.9212617)"
Andrés Camilo Ardila,1999-06-02,59.0,1.7,Mariquita,4,83,20,3,20,757,2236,1000000,rider/andres-camilo-ardila,"(-74.8939527, 5.1974195)"
Nick van der Lijke,1991-09-23,61.0,1.76,Middelburg,410,712,51,1094,343,351,350,1000000,rider/nick-van-der-lijke,"(3.6136962, 51.4997302)"
François Simon,1968-10-28,70.0,1.79,Troyes,1031,1918,537,4412,554,1000000,1000000,1260,rider/francois-simon,"(4.0746257, 48.2971626)"
Ricardo Mestre,1983-09-11,58.0,1.7,Castro Marim,30,570,533,294,302,1380,2200,1000000,rider/ricardo-mestre,"(-7.4457102, 37.2179367)"
Jaime Javier Hernandez,1972-01-18,70.0,1.77,Barcelona,71,258,75,49,6,1000000,1000000,1000000,rider/jaime-javier-hernandez,"(2.1774322, 41.3828939)"
Jonas Castrique,1997-01-13,81.0,1.87,Roeselare,13,6,2,65,0,2143,2687,1000000,rider/jonas-castrique,"(3.124765, 50.9444948)"
Alexis Guerin,1992-06-06,65.0,1.76,Libourne ,92,272,132,147,188,380,323,1000000,rider/alexis-guerin,"(None, None)"
Jonathan Dibben,1994-02-12,78.0,1.9,Southampton,70,78,212,81,8,1000000,1000000,1000000,rider/jonathan-dibben,"(-1.404189, 50.9025349)"
Thierry Loder,1975-12-15,62.0,1.78,Geneva,51,185,2,266,70,1000000,1000000,1000000,rider/thierry-loder,"(6.1466014, 46.2017559)"
Lucas Hamilton,1996-02-12,71.0,1.84, Ararat,215,989,83,240,952,301,609,1000000,rider/lucas-hamilton,"(None, None)"
Marco Haller,1991-04-01,72.0,1.78,Sankt Veit an der Glan,736,529,5,774,322,289,322,1000000,rider/marco-haller,"(14.3576981, 46.7672814)"
Aleksandar Radunović,1995-04-16,68.0,1.82,Vršac,0,0,25,0,0,1717,1724,1000000,rider/aleksandar-radunovic,"(21.2960485, 45.1211263)"
Guillermo Brunetta,1975-08-25,97.0,2.04,,15,0,256,15,0,1000000,1000000,1000000,rider/guillermo-brunetta,"(None, None)"
Francisco Campos,1997-10-10,58.0,1.69,Penafiel,11,0,0,130,11,1960,979,1000000,rider/francisco-campos,"(-8.292240964931633, 41.2039194)"
Raman Ramanau,1994-07-03,68.0,1.78,Mozyr,10,53,21,160,6,1000000,2711,1000000,rider/raman-ramanau,"(29.2667179, 52.0475464)"
Andris Reiss,1978-03-10,73.0,1.85,Kuldīga,51,72,38,71,7,1000000,1000000,1000000,rider/andris-reiss,"(21.9606758, 56.9685951)"
Paul Martens,1983-10-26,69.0,1.78,Rostock,1695,1146,484,1458,1166,1000000,1000000,1491,rider/paul-martens,"(12.1286127, 54.0924445)"
Andrej Hauptman,1975-05-05,70.0,1.8,Domžale,1359,207,78,1536,273,1000000,1000000,1000000,rider/andrej-hauptman,"(14.5944553, 46.1394296)"
Tosh Van der Sande,1990-11-28,67.0,1.78, Wijnegem,828,739,1,1270,1080,196,184,1000000,rider/tosh-van-der-sande,"(None, None)"
Campbell Stewart,1998-05-12,76.0,1.81,Palmerston North,40,33,30,142,14,539,611,1000000,rider/campbell-stewart,"(175.6112388, -40.356317)"
Brent Van Moer,1998-01-12,79.0,1.91,Beveren,116,116,137,93,178,521,796,1000000,rider/brent-van-moer,"(4.249081329859443, 51.21288495)"
Stijn Vandenbergh,1984-04-25,86.0,1.99,Oudenaarde,1295,548,25,674,163,1000000,1000000,1000000,rider/stijn-vandenbergh,"(3.6041443, 50.8433705)"
Christiaan Klopper,2002-03-07,67.0,1.89,,0,8,0,42,10,1618,1702,1000000,rider/christiaan-klopper,"(None, None)"
Rafael Silva,1990-11-14,65.0,1.78,Vila Nova de Gaia,15,35,6,229,52,1794,2272,1000000,rider/rafael-silva,"(-8.6058415, 41.1300103)"
Gianni Marchand,1990-06-01,61.0,1.81,Aartrijke,135,326,27,233,100,214,185,1000000,rider/gianni-marchand,"(3.090309, 51.1191622)"
Roberto Sgambelluri,1974-04-06,63.0,1.75,Melito Porto Salvo,469,801,162,544,346,1000000,1000000,1000000,rider/roberto-sgambelluri,"(15.7778568, 37.9203843)"
Carl Fredrik Hagen,1991-09-26,65.0,1.8,Oppegård,120,828,1,250,434,544,588,1000000,rider/carl-fredrik-hagen,"(10.8128583, 59.766975)"
Bartosz Rudyk,1998-09-18,76.0,1.89,Wrocław,6,30,1,134,0,1082,778,1000000,rider/bartosz-rudyk,"(16.97819633051261, 51.1263106)"
Mirko Gualdi,1968-07-07,68.0,1.72,Alzano Lombardo,528,172,266,754,97,1000000,1000000,1000000,rider/mirko-gualdi,"(9.730494, 45.7336026)"
Adam Żuber,1979-12-25,68.0,1.83,Warsaw,0,0,0,12,0,1000000,1000000,1000000,rider/adam-zuber,"(21.0067249, 52.2319581)"
Javier Murguialday,1962-02-04,58.0,1.64,Agurain,89,843,59,369,46,1000000,1000000,1000000,rider/javier-murguialday,"(-2.3890592, 42.8492823)"
Björn Bakker,1993-07-11,79.0,1.93,Wijnjewoude,3,0,0,37,0,1000000,1000000,1000000,rider/bjorn-bakker,"(6.2037706, 53.0578489)"
Cormac McGeough,1996-08-11,78.0,1.88,Snoqualmie,0,13,30,10,1,2199,2818,1000000,rider/cormac-mcgeough,"(-121.8270932, 47.5289527)"
Szymon Krawczyk,1998-08-08,79.0,1.89,Jarocin,1,29,84,142,0,1000000,1000000,1000000,rider/szymon-krawczyk,"(17.5011254, 51.9739233)"
Jesper Skibby,1964-03-21,70.0,1.88,Silkeborg,1806,1561,1889,3598,219,1000000,1000000,519,rider/jesper-skibby,"(9.5495141, 56.169453)"
Steff Cras,1996-02-13,65.0,1.83,Herentals ,144,538,43,63,448,145,222,1000000,rider/steff-cras,"(None, None)"
Artem Ovechkin,1986-07-11,61.0,1.73,Berdsk,12,953,1612,158,303,1641,1180,1944,rider/artem-ovechkin,"(83.1068095, 54.75795)"
Igor Sidorov,1999-12-15,62.0,1.8,,0,4,0,1,1,1000000,1000000,1000000,rider/igor-sidorov,"(None, None)"
Alexander Wachter,1995-01-21,72.0,1.83,,4,11,26,60,0,1000000,1000000,1000000,rider/alexander-wachter,"(None, None)"
Zambezi Richardson,1999-09-13,61.0,1.55,,15,0,12,0,0,1000000,1000000,1000000,rider/zambezi-richardson,"(None, None)"
Sergio Marinangeli,1980-07-02,65.0,1.74,Gualdo Tadino,536,49,14,911,126,1000000,1000000,1000000,rider/sergio-marinangeli,"(12.7809617, 43.2316518)"
Daniel Oss,1987-01-13,75.0,1.91,Trento,1272,695,417,1251,761,504,790,1528,rider/daniel-oss,"(11.129840331695068, 46.1030443)"
Roberto Laiseka,1969-06-17,63.0,1.84,Guernica-Luno,159,1885,903,510,1288,1000000,1000000,1276,rider/roberto-laiseka-jaio,"(-2.6778511, 43.3143628)"
Esteban Chaves,1990-01-17,55.0,1.64,Bogota,974,2979,225,234,3896,109,175,504,rider/johan-esteban-chaves,"(-74.083652, 4.6533326)"
Paolo Simion,1992-10-10,79.0,1.85,Castelfranco Veneto,185,121,21,912,60,1000000,1000000,1000000,rider/paolo-simion,"(11.9252448, 45.6728109)"
Juan Llaneras,1969-05-17,65.0,1.8,Porreres,25,89,136,46,0,1000000,1000000,1000000,rider/juan-llaneras-rossello,"(3.0227517, 39.5168891)"
Amir Kolahdozhagh,1993-01-07,60.0,1.71,Tabriz,51,524,24,246,372,1000000,1000000,1000000,rider/amir-kolahdozhagh,"(46.2961952, 38.0739964)"
Hartthijs de Vries,1996-07-11,66.0,1.84,Kollum,66,18,7,178,35,791,572,1000000,rider/hartthijs-de-vries,"(6.148734, 53.279805)"
Sandy Nur Hasan,1998-05-31,65.0,1.73,,4,11,18,9,10,1976,1583,1000000,rider/sandy-nur-hasan,"(None, None)"
Eric Vanderaerden,1962-02-11,74.0,1.82,Herk-de-Stad,6575,1776,5051,11232,72,1000000,1000000,63,rider/eric-vanderaerden,"(5.188430186895337, 50.9222911)"
Regan Gough,1996-10-06,71.0,1.83,Waipukurau,2,0,34,80,0,1031,878,1000000,rider/regan-gough,"(176.5605821, -39.9910422)"
Gage Hecht,1998-02-18,72.0,1.8,New Orleans,1,42,81,102,4,1000000,2472,1000000,rider/gage-hecht,"(-90.0782127, 29.9759983)"
Kévin Reza,1988-05-18,71.0,1.86,Versailles,402,231,47,648,654,1000000,1000000,1000000,rider/kevin-reza,"(2.1266886, 48.8035403)"
Alberto Dainese,1998-03-25,70.0,1.76,Abano Terme,459,85,0,1166,156,80,126,1000000,rider/alberto-dainese,"(11.7897833, 45.3603142)"
Lukáš Kubiš,2000-01-31,70.0,1.75,Zvolen ,30,72,60,226,30,546,303,1000000,rider/lukas-kubis,"(None, None)"
Joseph Areruya,1996-01-01,74.0,1.76,Kayonza,119,240,287,397,158,1000000,1000000,1000000,rider/joseph-areruya,"(32.855278, 0.885833)"
Tristan Hoffman,1970-01-01,80.0,1.86,Groenlo,2885,408,11,2661,20,1000000,1000000,1111,rider/tristan-hoffman,"(6.6170412, 52.0425903)"
Asbjørn Hellemose,1999-01-15,65.0,1.92,Galten,3,15,0,1,20,1293,1442,1000000,rider/asbjorn-hellemose,"(8.497401024570307, 58.432715)"
Rob Compas,1966-11-10,79.0,1.91,Venhuizen,22,0,0,87,0,1000000,1000000,1000000,rider/rob-compas,"(5.1997975, 52.6626396)"
Nick Schultz,1994-09-13,68.0,1.8,Brisbane,209,548,34,140,606,341,433,1000000,rider/nick-schultz,"(153.0234991, -27.4689682)"
Jacob Hindsgaul,2000-07-14,67.0,1.87,Middelfart,15,131,64,38,27,354,327,1000000,rider/jacob-hindsgaul-madsen,"(9.93698091984884, 55.4470245)"
Richard Banusch,1998-07-07,78.0,1.85,Forst,8,8,38,69,0,1000000,1000000,1000000,rider/richard-banusch,"(7.6827244, 50.8043254)"
Alejandro Manuel Marque,1981-10-23,68.0,1.82,Pontevedra,9,731,1118,388,324,571,613,1000000,rider/alejandro-marque,"(-8.4714942, 42.6075172)"
Luka Mezgec,1988-06-27,72.0,1.83,Kranj,1318,474,33,3086,1222,225,354,768,rider/luka-mezgec,"(14.3549501, 46.2432635)"
Michal Schlegel,1995-05-31,72.0,1.84,Ústí nad Orlicí,66,332,48,218,145,520,413,1000000,rider/michal-schlegel,"(16.3941695, 49.9737603)"
Alessandro Fedeli,1996-03-02,65.0,1.76,Negrar,286,95,25,322,290,261,234,1000000,rider/alessandro-fedeli,"(10.9400217, 45.5296706)"
Wessel Krul,2000-01-28,75.0,1.83,Enkhuizen,37,0,4,37,0,841,901,1000000,rider/wessel-krul,"(5.2901222, 52.7036282)"
Erick Castaño,1980-07-09,66.0,1.79,Ibarra ,0,2,2,2,11,1000000,1000000,1000000,rider/erick-castano,"(None, None)"
Aimé De Gendt,1994-06-17,75.0,1.82,Denderhoutem,856,435,105,442,250,384,472,1000000,rider/aime-de-gendt,"(4.0180839, 50.8717796)"
Marc Madiot,1959-04-16,68.0,1.79,Renazé,4076,2487,291,3075,798,1000000,1000000,384,rider/marc-madiot,"(-1.0557842, 47.793333)"
Carlos García Pierna,1999-07-23,54.0,1.71,Tres Cantos,12,9,10,0,9,1127,1914,1000000,rider/carlos-garcia-pierna,"(-3.7065333, 40.6065826)"
Warren Barguil,1991-10-28,61.0,1.82,Hennebont,2118,2627,106,362,3890,46,36,875,rider/warren-barguil,"(-3.2751174, 47.8058026)"
Taj Jones,2000-07-26,82.0,1.88,Nambour,15,5,0,204,0,1160,2140,1000000,rider/taj-jones,"(152.959953, -26.6257326)"
Bjarne Riis,1964-04-03,71.0,1.84,Herning,2166,2365,2238,2059,1539,1000000,1000000,393,rider/bjarne-riis,"(8.9746623, 56.1379757)"
Steve Bauer,1959-06-12,72.0,1.7,St. Catharines,3578,1995,1928,3854,581,1000000,1000000,420,rider/steve-bauer,"(-79.2441003, 43.1579812)"
Kévin Ledanois,1993-07-13,67.0,1.81,Noisy-le-Sec,366,216,45,334,72,1071,2266,1000000,rider/kevin-ledanois,"(2.4516055, 48.8897751)"
Mohd Harrif Saleh,1988-09-15,70.0,1.69,Miri,61,45,16,2456,16,650,852,1000000,rider/mohd-harrif-saleh,"(113.9880255, 4.392739)"
Davide Villella,1991-06-27,66.0,1.82,Magenta,1099,939,105,344,1014,238,245,1000000,rider/davide-villella,"(3.965783, 49.0515653)"
Hamish Schreurs,1994-01-23,69.0,1.79,Christchurch,14,38,38,47,6,1000000,1000000,1000000,rider/hamish-schreurs,"(172.6366455, -43.530955)"
Ward Vanhoof,1999-04-18,75.0,1.86,Mol,85,140,12,70,10,679,840,1000000,rider/ward-vanhoof,"(14.595614, 41.684672)"
Davide Cimolai,1989-08-13,70.0,1.82,Pordenone,968,495,6,1469,991,662,1000000,1502,rider/davide-cimolai,"(12.6597197, 45.9562503)"
Dominik Merseburg,1991-09-15,77.0,1.87,,0,0,0,3,0,1906,3209,1000000,rider/dominik-merseburg,"(None, None)"
William Chann McRae,1971-10-11,62.0,1.75,Austin ,546,535,495,361,283,1000000,1000000,1000000,rider/william-chann-mcrae,"(None, None)"
Erlend Blikra,1997-01-11,75.0,1.83,Stavanger,59,3,34,204,5,761,1273,1000000,rider/erlend-blikra,"(5.712611357275702, 59.1020129)"
Sam Oomen,1995-08-15,65.0,1.77,Tilburg,411,1721,196,112,1420,163,227,1000000,rider/sam-oomen,"(5.066061908648313, 51.58561875)"
Alvaro Mejia,1967-01-19,63.0,1.78,Santa Rosa de Cabal,328,2644,958,877,460,1000000,1000000,833,rider/alvaro-mejia,"(-75.6212436, 4.8650127)"
Lorenzo Rota,1995-05-23,62.0,1.73,Bergamo,834,327,12,188,823,85,73,1000000,rider/lorenzo-rota,"(9.754219200862249, 45.7566557)"
Jelle Vanendert,1985-02-19,62.0,1.84, Neerpelt,2196,785,25,677,2040,1000000,1000000,1781,rider/jelle-vanendert,"(None, None)"
Peter Schulting,1987-08-19,70.0,1.82,Lemele,171,200,64,584,78,1588,1978,1000000,rider/peter-schulting,"(6.4137203, 52.4535194)"
Arjen Livyns,1994-09-01,58.0,1.7,Waregem,392,29,0,211,102,443,412,1000000,rider/arjen-livyns,"(3.4323622, 50.8868222)"
Felix Manuel García Casas,1968-12-29,63.0,1.77,Madrid,788,2916,773,1018,920,1000000,1000000,1891,rider/felix-manuel-garcia-casas,"(-3.7035825, 40.4167047)"
Tom Wirtgen,1996-03-04,77.0,1.91,Dippach,82,23,195,59,42,1003,1550,1000000,rider/tom-wirtgen,"(5.9814794, 49.587507)"
Eliot Lietaer,1990-08-15,70.0,1.88,Kortrijk,350,657,70,355,258,703,1203,1000000,rider/eliot-lietaer,"(3.2659884, 50.8276429)"
Łukasz Wiśniowski,1991-12-07,78.0,1.91,Ciechanów,545,266,299,408,78,1220,1499,1000000,rider/lukasz-wisniowski,"(20.606245921754716, 52.8712044)"
Serghei Țvetcov,1988-12-29,69.0,1.78,Chisinau,98,1074,1365,491,413,436,295,1743,rider/serghei-tvetcov,"(28.8322923, 47.0245117)"
